name,brand,notes,citrus,woody,fresh_spicy,sweet,fruity
Dolce & Gabbana Alien Cologne,Dolce & Gabbana,melon green_apple cedarwood lavender cumin bourbon_vanilla,3,15,37,32,13
Paco Rabanne Stronger With You,Paco Rabanne,honey bergamot sage,45,10,12,26,7
Paco Rabanne Santal 33,Paco Rabanne,sandalwood wax ambroxan,5,74,1,15,5
Dolce & Gabbana Mojave Ghost Blanche,Dolce & Gabbana,sour_cherry vetiver oud peach sandalwood pepper,3,27,32,7,31
Kilian Code Cologne,Kilian,vetiver chocolate mint black_cherry coffee,9,41,17,12,21
Tom Ford Hypnotic Poison Night,Tom Ford,green_apple cloves chocolate mint,5,7,20,15,53
Giorgio Armani Eros Extreme,Giorgio Armani,cashmeran neroli black_cherry blackberry,40,29,6,2,23
Versace Code Blanche,Versace,oud bergamot cardamom lavender neroli,18,22,49,5,6
Roja Parfums Neroli Portofino Sport,Roja Parfums,cardamom licorice lemon vanilla,28,7,34,22,9
Parfums de Marly Hypnotic Poison Extreme,Parfums de Marly,nutmeg birch cedarwood mandarin_orange cashmeran lime,26,33,36,0,5
Gucci Millessime Imperial Absolute,Gucci,papyrus pear grapefruit,19,20,8,9,44
Roja Parfums Interlude Privé,Roja Parfums,peach grapefruit bergamot cedarwood pear,52,14,1,8,25
Dolce & Gabbana Y Le Parfum Night,Dolce & Gabbana,petitgrain mint,74,5,12,7,2
