name,brand,notes,citrus,woody,fresh_spicy,sweet,fruity
Chanel La Vie Est Belle,Chanel,mandarin_orange iso_e_super oakmoss vanilla vetiver,21,28,5,42,4
Giorgio Armani Santal 33 Noir,Giorgio Armani,orange patchouli chocolate cedarwood bourbon_vanilla ambergris,33,40,9,17,1
Byredo Herod,Byredo,mandarin_orange mandarin chocolate cardamom blackcurrant brown_sugar agarwood birch vetiver,17,14,29,22,18
Tom Ford No 5 Elixir,Tom Ford,mandarin_orange honey sandalwood neroli coconut,21,31,1,28,19
Dolce & Gabbana Versace Pour Homme Intense,Dolce & Gabbana,ambroxan raspberry peach ambergris praline vanilla,5,12,5,14,64
Gucci Fan Your Flames Extreme,Gucci,guaiac_wood orange patchouli cinnamon coriander brown_sugar vanilla birch,22,15,11,46,6
Byredo Invictus Blanche,Byredo,papyrus amber birch,2,36,10,49,3
Jean Paul Gaultier Ani Elixir,Jean Paul Gaultier,chocolate sour_cherry bergamot praline blood_orange,17,7,8,19,49
Roja Parfums Accento Privé,Roja Parfums,mandarin_orange mandarin blackcurrant sage ebony_wood agarwood anis,12,53,17,2,16
Xerjoff Pegasus Cologne,Xerjoff,mandarin_orange amberwood ginger cardamom petitgrain cashmeran birch,16,28,49,7,0
Xerjoff Red Tobacco Donna,Xerjoff,mandarin mango amber pink_pepper tonka_bean apple,22,8,15,15,40
Creed Fan Your Flames,Creed,cacao ginger coconut coriander plum ambergris agarwood,7,23,16,11,43
Byredo Acqua Di Gio Gold,Byredo,pink_pepper grapefruit birch sour_cherry,33,32,20,4,11
Xerjoff Black Phantom Parfum,Xerjoff,honey mango cinnamon dried_fruits vanilla,1,6,30,44,19
Jean Paul Gaultier Black Opium Blanche,Jean Paul Gaultier,fig yuzu passionfruit lime,44,3,3,8,42
Xerjoff Santal 33 Absolute,Xerjoff,raspberry amber oud fig grapefruit blood_orange cashmeran,21,15,10,12,42
Amouage Reflection Blanche,Amouage,patchouli vanilla caramel,0,36,1,58,5
Nishane Scandal Extreme,Nishane,marshmallow lemon black_cherry patchouli chocolate fig ebony_wood blood_orange birch,13,18,2,46,21
Prada Layton Sport,Prada,marshmallow guaiac_wood orange lime peach caramel,15,24,3,23,35
Creed Galloway,Creed,saffron brown_sugar,5,4,71,13,7
Initio Parfums Man Eau Fraiche Extreme,Initio Parfums,pink_pepper ambergris oakmoss ebony_wood,5,42,49,1,3
Lancome Aventus Sport,Lancome,black_cherry raspberry chocolate lime bergamot caramel,11,3,4,15,67
Montale Jubilation Elixir,Montale,mandarin_orange apricot lemon anis,44,10,23,3,20
Giorgio Armani Oajan Uomo,Giorgio Armani,lemon oakmoss guaiac_wood black_cherry yuzu pear cashmeran,41,33,1,4,21
Versace Erba Pura Blanche,Versace,cacao ambroxan yuzu ginger coriander praline,20,12,18,47,3
Byredo Cedrat Boise Extreme,Byredo,mango lemon green_apple,58,4,6,4,28
Kilian Code Cologne,Kilian,honey mandarin nutmeg coriander brown_sugar,40,5,29,19,7
Dior Light Blue Limited Edition,Dior,cacao cedarwood cardamom blackcurrant agarwood,2,11,17,26,44
Chanel Aventus Cologne,Chanel,mandarin_orange papyrus amberwood pepper raspberry cedar nutmeg,30,24,18,6,22
Hermes Le Beau Night,Hermes,ambroxan apricot cedarwood ginger cinnamon neroli peach blood_orange,14,17,22,10,37
Hermes Fan Your Flames Eau de Parfum,Hermes,iso_e_super raspberry cedar black_pepper pear anis,7,48,32,1,12
Chanel Carlisle Noir,Chanel,lemon wax cedar bergamot saffron vanilla cloves,33,19,18,22,8
Creed Oajan,Creed,lemon mandarin ginger cardamom fig dried_fruits,11,8,40,10,31
Mancera Green Irish Tweed Gold,Mancera,cacao apricot cardamom blackcurrant praline,4,10,15,51,20
Initio Parfums Aventus,Initio Parfums,iso_e_super ambroxan raspberry bergamot fig birch,20,14,10,9,47
Parfums de Marly Stronger With You Night,Parfums de Marly,licorice sichuan_pepper black_pepper,10,3,23,54,10
Initio Parfums Ultra Male Gold,Initio Parfums,guaiac_wood mandarin sage coconut agarwood cashmeran,17,12,44,10,17
Hermes Oahu Uomo,Hermes,cedar apricot petitgrain blood_orange anis cashmeran,36,19,30,3,12
Maison Margiela Red Tobacco Night,Maison Margiela,mandarin_orange pepper cedarwood coriander grapefruit birch,47,13,28,10,2
Xerjoff Libre Intense,Xerjoff,marshmallow cardamom wax,3,8,38,43,8
Versace Ombre Leather Parfum,Versace,lemon coriander agarwood blood_orange pineapple cloves,17,23,33,8,19
Gucci By the Fireplace Noir,Gucci,mandarin apricot oud bergamot fig,44,13,10,4,29
Amouage Jadore Absolute,Amouage,cacao pineapple yuzu green_apple blood_orange birch,14,45,4,12,25
Xerjoff By the Fireplace Parfum,Xerjoff,mandarin_orange plum raspberry,12,10,8,5,65
Lancome Hacivat Limited Edition,Lancome,coffee mango wax mandarin,17,8,5,39,31
Mancera Roses Vanille Donna,Mancera,cedar chocolate black_pepper rosewood licorice melon blood_orange,12,31,20,17,20
Kilian Angels Share Gold,Kilian,cinnamon mango vetiver cloves,3,39,18,5,35
Creed Side Effect Intense,Creed,passionfruit cedarwood licorice mint peach,5,16,28,13,38
Parfums de Marly Naxos,Parfums de Marly,oakmoss guaiac_wood coffee bergamot green_apple grapefruit birch caramel,34,23,7,23,13
Giorgio Armani The One Blanche,Giorgio Armani,amberwood lemon oakmoss mandarin melon birch,30,49,7,0,14
Byredo Grey Vetiver Donna,Byredo,papyrus wax cedarwood bergamot grapefruit,31,34,3,29,3
Tom Ford Baccarat Rouge Gold,Tom Ford,passionfruit lemon cedar oud bergamot sage fig bourbon_vanilla mint agarwood,16,12,18,30,24
Paco Rabanne Light Blue Uomo,Paco Rabanne,bourbon_vanilla coconut brown_sugar petitgrain,43,7,0,23,27
Versace Eros Uomo,Versace,honey blackcurrant mandarin,12,10,0,61,17
Chanel Herod Gold,Chanel,bergamot pink_pepper sichuan_pepper cherry_liqueur blackberry,19,5,31,4,41
Montale Reflection Uomo,Montale,coriander vanilla ambroxan ebony_wood,3,58,18,20,1
Hermes Sauvage Privé,Hermes,grapefruit dried_fruits ebony_wood,21,46,6,0,27
Roja Parfums Versace Pour Homme Sport,Roja Parfums,cedarwood lime ambergris cashmeran cloves,47,27,20,4,2
Versace Red Tobacco Limited Edition,Versace,mandarin_orange pepper yuzu amber bourbon_vanilla,43,3,16,33,5
Versace No 5 Elixir,Versace,black_cherry coconut praline,1,5,3,74,17
Versace Kobraa Eau de Parfum,Versace,marshmallow patchouli licorice fig mint birch,9,14,15,42,20
Amouage Jadore Privé,Amouage,marshmallow apricot cedarwood coconut cumin praline,2,25,13,34,26
Parfums de Marly L'Homme Parfum,Parfums de Marly,neroli grapefruit cashmeran,76,16,3,1,4
Mancera Gyan Night,Mancera,mandarin papyrus fig bergamot,42,17,3,7,31
Amouage Intense Cafe Absolute,Amouage,vanilla patchouli oud ginger tonka_bean anis,4,28,39,29,0
Parfums de Marly Red Tobacco Extreme,Parfums de Marly,orange chocolate grapefruit melon,21,4,7,46,22
Creed Versace Pour Homme Absolute,Creed,sandalwood rosewood bergamot neroli agarwood,77,18,4,1,0
Parfums de Marly By the Fireplace Sport,Parfums de Marly,papyrus sour_cherry praline brown_sugar,2,19,8,45,26
Giorgio Armani Versace Pour Homme Eau de Parfum,Giorgio Armani,amberwood oakmoss mango amber fig vanilla vetiver cloves,6,22,13,36,23
Initio Parfums Oud Wood Intense,Initio Parfums,marshmallow mandarin orange pear ebony_wood brown_sugar dried_fruits vetiver,36,15,1,30,18
Giorgio Armani Soleil Blanc Gold,Giorgio Armani,agarwood oud lemon petitgrain,58,25,10,1,6
Gucci Oahu Limited Edition,Gucci,guaiac_wood patchouli cedarwood pineapple cloves,6,22,31,1,40
Creed Soleil Blanc Gold,Creed,patchouli pear pink_pepper coriander cashmeran,0,20,28,2,50
Dior Y Le Parfum Intense,Dior,mandarin_orange amber saffron,29,2,41,20,8
Paco Rabanne Coco Mademoiselle Night,Paco Rabanne,lemon oakmoss cedarwood brown_sugar praline,13,28,1,57,1
Bvlgari Sauvage Cologne,Bvlgari,peach black_cherry bergamot,28,4,1,2,65
Maison Margiela Layton Extreme,Maison Margiela,cardamom licorice coconut pineapple cloves,2,9,23,17,49
Dolce & Gabbana Herod Sport,Dolce & Gabbana,marshmallow patchouli apricot sage sour_cherry agarwood anis caramel,9,28,19,20,24
Mancera Accento Elixir,Mancera,bourbon_vanilla pepper mandarin,27,6,21,41,5
Tom Ford Hacivat Blanche,Tom Ford,honey coconut lavender,0,10,30,31,29
Lancome Roses Vanille Night,Lancome,mandarin coffee nutmeg grapefruit cashmeran,25,27,17,31,0
Versace Neroli Portofino Privé,Versace,oakmoss coffee mango pineapple sichuan_pepper blood_orange vetiver caramel,12,14,38,21,15
Yves Saint Laurent Lost Cherry Elixir,Yves Saint Laurent,lemon orange mint saffron caramel,21,3,17,54,5
Chanel Jubilation Cologne,Chanel,ambergris mint oakmoss lavender,7,64,18,4,7
Roja Parfums No 5 Noir,Roja Parfums,cacao oakmoss pepper ambroxan orange ebony_wood vanilla,20,39,23,13,5
Kilian Gypsy Water Extreme,Kilian,papyrus honey passionfruit saffron praline cloves,1,31,43,11,14
Nishane Ani Eau de Parfum,Nishane,passionfruit sage sichuan_pepper cherry_liqueur brown_sugar,6,7,33,19,35
Prada Black Phantom Intense,Prada,ambroxan orange sour_cherry ebony_wood cashmeran,13,21,2,6,58
Gucci Crystal Noir Blanche,Gucci,orange patchouli peach saffron praline birch,23,23,17,23,14
Tom Ford One Million Blanche,Tom Ford,marshmallow sichuan_pepper coriander praline cashmeran,4,32,37,21,6
Nishane Tobacco Vanille Intense,Nishane,coffee cinnamon licorice bergamot,39,10,37,13,1
Gucci Acqua Di Gio Extreme,Gucci,mint apple,2,3,31,8,56
Yves Saint Laurent Oajan Elixir,Yves Saint Laurent,mandarin coffee lime pear dried_fruits vanilla,14,5,9,13,59
Giorgio Armani Ani Privé,Giorgio Armani,apricot cedarwood yuzu petitgrain fig brown_sugar agarwood cashmeran,22,15,9,23,31
Creed Love Dont Be Shy Parfum,Creed,honey lemon cedar lime vetiver,27,19,1,53,0
Yves Saint Laurent Accento Blanche,Yves Saint Laurent,mandarin_orange guaiac_wood neroli praline cashmeran,20,46,2,28,4
Gucci Acqua Di Gio,Gucci,cumin oud vetiver sage,4,47,42,6,1
Byredo Light Blue Limited Edition,Byredo,cedarwood ginger bergamot,31,25,34,6,4
Gucci Dylan Blue Parfum,Gucci,apricot bourbon_vanilla,10,6,7,47,30
Versace Stronger With You Cologne,Versace,mandarin_orange marshmallow oakmoss mango ambergris,20,31,7,28,14
Creed Scandal Sport,Creed,orange amber licorice melon agarwood blood_orange,36,33,6,12,13
Dior No 5 Absolute,Dior,amberwood marshmallow sandalwood black_pepper green_apple dried_fruits caramel,9,16,52,11,12
Parfums de Marly Oud Wood Gold,Parfums de Marly,cacao sichuan_pepper,0,6,43,41,10
Gucci Carlisle Absolute,Gucci,mandarin_orange black_cherry cedar mint coriander agarwood blood_orange birch,32,17,18,1,32
Maison Margiela Herod Privé,Maison Margiela,cedarwood licorice peach tonka_bean ambergris agarwood dried_fruits,2,19,5,28,46
Maison Margiela Aventus Extreme,Maison Margiela,mandarin_orange mango caramel,47,10,8,21,14
Xerjoff L'Homme Parfum,Xerjoff,sichuan_pepper guaiac_wood,5,13,66,9,7
Giorgio Armani Versace Pour Homme Absolute,Giorgio Armani,honey nutmeg grapefruit licorice,44,5,14,30,7
Creed Interlude Extreme,Creed,mango lemon wax caramel,39,6,5,18,32
Hermes Hypnotic Poison Absolute,Hermes,mandarin_orange lemon praline amberwood,19,35,8,35,3
Paco Rabanne Accento Absolute,Paco Rabanne,sandalwood oakmoss orange oud bergamot coriander cumin praline,34,30,13,13,10
Byredo Sauvage Blanche,Byredo,apple bergamot,25,3,8,6,58
Initio Parfums Gyan,Initio Parfums,mandarin_orange marshmallow oakmoss guaiac_wood mandarin coffee cardamom mint,17,48,21,12,2
Mancera Jubilation Donna,Mancera,wax black_pepper bourbon_vanilla coconut coriander vetiver,1,37,18,23,21
Xerjoff Interlude Noir,Xerjoff,mandarin_orange papyrus ambroxan patchouli mango grapefruit,40,39,0,3,18
Byredo Invictus Eau de Parfum,Byredo,amberwood honey coffee lime bergamot mint agarwood blackberry,13,24,22,22,19
Kilian L'Homme Limited Edition,Kilian,pineapple yuzu lime ebony_wood agarwood birch,42,37,1,0,20
Paco Rabanne Jadore Cologne,Paco Rabanne,ambergris passionfruit sandalwood cacao,7,27,0,21,45
Mancera Y Le Parfum Noir,Mancera,pink_pepper honey apricot sour_cherry,4,3,51,17,25
Initio Parfums Spicebomb Cologne,Initio Parfums,raspberry chocolate pear licorice vetiver,6,11,3,54,26
Chanel Alien Noir,Chanel,brown_sugar sichuan_pepper cloves,3,4,58,34,1
Lancome Libre,Lancome,fig yuzu melon petitgrain,55,8,4,2,31
