name,brand,notes,citrus,woody,fresh_spicy,sweet,fruity
Roja Parfums Enigma Cologne,Roja Parfums,ambergris grapefruit,71,21,0,3,5
Roja Parfums Enigma Limited Edition,Roja Parfums,yuzu pear cacao cashmeran melon honey,33,22,3,29,13
Roja Parfums Scandal Pour Homme,Roja Parfums,coffee amber,12,0,2,81,11
Roja Parfums Scandal Pour Homme Intense,Roja Parfums,licorice,6,9,4,79,2
Roja Parfums Scandal Pour Homme Parfum,Roja Parfums,patchouli vetiver licorice amber,6,28,0,55,11
Roja Parfums Scandal Pour Homme Eau de Parfum,Roja Parfums,benzoin chocolate,2,0,5,83,12
Roja Parfums Scandal Pour Homme Extreme,Roja Parfums,caramel chocolate,9,0,11,81,5
Roja Parfums Scandal Pour Homme Elixir,Roja Parfums,tonka_bean patchouli licorice amberwood,6,17,9,60,8
Roja Parfums Scandal Pour Homme Cologne,Roja Parfums,cedarwood vanilla saffron,7,13,14,66,0
Roja Parfums Scandal Pour Homme Limited Edition,Roja Parfums,licorice vanilla,2,8,2,79,9
Roja Parfums Apex,Roja Parfums,yuzu oud sandalwood cashmeran mint,41,15,31,8,5
Roja Parfums Apex Intense,Roja Parfums,bergamot oakmoss petitgrain papyrus cloves agarwood,17,55,13,4,11
Roja Parfums Apex Parfum,Roja Parfums,blackcurrant caramel saffron pepper,5,7,24,37,27
Roja Parfums Apex Eau de Parfum,Roja Parfums,mint orange lemon lavender,73,0,17,0,12
Roja Parfums Apex Extreme,Roja Parfums,black_pepper pepper cedarwood vetiver licorice,4,30,35,19,12
Roja Parfums Apex Elixir,Roja Parfums,apple patchouli cashmeran grapefruit,42,18,2,3,35
Roja Parfums Apex Cologne,Roja Parfums,ambroxan blackcurrant bergamot apricot rosewood vanilla,26,32,11,15,16
Roja Parfums Apex Limited Edition,Roja Parfums,pepper cedarwood oakmoss sandalwood neroli,43,15,33,8,1
Roja Parfums Oceania,Roja Parfums,bergamot mandarin amber patchouli chocolate,14,43,5,38,0
Roja Parfums Oceania Intense,Roja Parfums,tonka_bean cherry_liqueur,1,11,5,58,25
Roja Parfums Oceania Parfum,Roja Parfums,agarwood pear oakmoss vanilla blackberry caramel,2,14,8,24,52
Roja Parfums Oceania Eau de Parfum,Roja Parfums,mandarin sage ginger amberwood,58,20,15,0,7
Roja Parfums Oceania Extreme,Roja Parfums,nutmeg pear orange pineapple saffron grapefruit,19,9,40,9,23
Roja Parfums Oceania Elixir,Roja Parfums,mandarin vanilla saffron,22,10,46,17,5
Roja Parfums Oceania Cologne,Roja Parfums,cedarwood oakmoss benzoin sage mint chocolate,4,16,16,54,10
Roja Parfums Oceania Limited Edition,Roja Parfums,bergamot apricot blackberry sage lavender,48,3,20,8,21
Roja Parfums Sweetie Aoud,Roja Parfums,rosewood papyrus bergamot,13,72,5,10,0
Roja Parfums Sweetie Aoud Intense,Roja Parfums,cedarwood lavender,3,70,16,11,0
Roja Parfums Sweetie Aoud Parfum,Roja Parfums,ambroxan birch rosewood,12,72,11,5,0
Roja Parfums Sweetie Aoud Eau de Parfum,Roja Parfums,sage patchouli papyrus cardamom,8,73,13,6,0
Roja Parfums Sweetie Aoud Extreme,Roja Parfums,oakmoss amberwood,12,80,8,0,0
Roja Parfums Sweetie Aoud Elixir,Roja Parfums,ambroxan birch,9,77,7,7,0
Roja Parfums Sweetie Aoud Cologne,Roja Parfums,ambroxan tonka_bean orange oud sandalwood amber neroli,14,60,12,14,0
Roja Parfums Sweetie Aoud Limited Edition,Roja Parfums,rosewood amberwood saffron ambergris,1,76,16,7,0
Amouage Reflection Man,Amouage,blackcurrant ginger cacao sage vetiver coconut,7,18,17,18,40
Amouage Reflection Man Intense,Amouage,pineapple honey praline cinnamon lavender,8,3,47,17,25
Amouage Reflection Man Parfum,Amouage,ginger pear cardamom petitgrain,28,10,19,4,39
Amouage Reflection Man Eau de Parfum,Amouage,mandarin papyrus lemon,69,14,12,0,5
Amouage Reflection Man Extreme,Amouage,orange lemon vanilla peach benzoin,40,12,0,21,27
Amouage Reflection Man Elixir,Amouage,bergamot sandalwood petitgrain plum melon agarwood,52,19,5,3,21
Amouage Reflection Man Cologne,Amouage,apricot caramel peach amber,9,12,0,35,44
Amouage Reflection Man Limited Edition,Amouage,dried_fruits cardamom saffron,4,11,43,3,39
Amouage Interlude Man,Amouage,blackcurrant plum cinnamon benzoin mint licorice,0,1,42,40,17
Amouage Interlude Man Intense,Amouage,tonka_bean vetiver caramel amberwood,7,33,12,47,1
Amouage Interlude Man Parfum,Amouage,apple lavender black_pepper chocolate,4,3,46,20,27
Amouage Interlude Man Eau de Parfum,Amouage,mandarin cinnamon bergamot black_pepper,74,9,14,0,3
Amouage Interlude Man Extreme,Amouage,pear cacao black_cherry cardamom,2,7,47,30,14
Amouage Interlude Man Elixir,Amouage,apricot patchouli oakmoss ambergris,4,41,8,8,39
Amouage Interlude Man Cologne,Amouage,bergamot yuzu cacao apricot cinnamon,13,9,26,20,32
Amouage Interlude Man Limited Edition,Amouage,benzoin coconut vanilla pineapple,2,4,7,32,55
Amouage Jubilation XXV,Amouage,birch sandalwood plum melon honey,12,38,2,22,26
Amouage Jubilation XXV Intense,Amouage,ginger oakmoss petitgrain raspberry mint coconut,16,36,21,3,24
Amouage Jubilation XXV Parfum,Amouage,blackcurrant cacao sandalwood lemon cashmeran grapefruit,24,36,1,23,16
Amouage Jubilation XXV Eau de Parfum,Amouage,nutmeg lemon cashmeran cinnamon neroli,64,19,15,0,2
Amouage Jubilation XXV Extreme,Amouage,apple vanilla,1,11,3,68,17
Amouage Jubilation XXV Elixir,Amouage,nutmeg pepper amber grapefruit papyrus,24,24,28,14,10
Amouage Jubilation XXV Cologne,Amouage,cashmeran vetiver papyrus yuzu,37,42,7,5,9
Amouage Jubilation XXV Limited Edition,Amouage,plum blackcurrant bergamot agarwood,43,23,0,8,26
Amouage Lyric Man,Amouage,mandarin vetiver lemon,50,27,11,11,1
Amouage Lyric Man Intense,Amouage,lemon lime rosewood amberwood benzoin,49,20,8,18,5
Amouage Lyric Man Parfum,Amouage,pink_pepper apple melon cardamom caramel coffee,11,4,33,20,32
Amouage Lyric Man Eau de Parfum,Amouage,papyrus cashmeran grapefruit,52,41,7,0,0
Amouage Lyric Man Extreme,Amouage,cedarwood fig grapefruit cinnamon mint,18,26,35,5,16
Amouage Lyric Man Elixir,Amouage,neroli pepper cacao grapefruit,48,2,18,30,2
Amouage Lyric Man Cologne,Amouage,agarwood yuzu ginger cacao lime chocolate,31,13,15,35,6
Amouage Lyric Man Limited Edition,Amouage,praline melon,11,7,12,32,38
Amouage Epic Man,Amouage,saffron amber dried_fruits neroli licorice cloves,33,8,23,18,18
Amouage Epic Man Intense,Amouage,honey oakmoss coffee,3,45,7,41,4
Amouage Epic Man Parfum,Amouage,yuzu grapefruit,66,9,10,9,6
Amouage Epic Man Eau de Parfum,Amouage,sage plum apple lemon,69,3,14,0,14
Amouage Epic Man Extreme,Amouage,sage sandalwood cashmeran,1,71,23,4,1
Amouage Epic Man Elixir,Amouage,ambroxan pink_pepper cedarwood lime neroli,33,16,49,0,2
Amouage Epic Man Cologne,Amouage,ginger amberwood peach praline vetiver,9,16,29,18,28
Amouage Epic Man Limited Edition,Amouage,ginger apple melon praline,1,3,59,13,24
Amouage Beach Hut Man,Amouage,mandarin birch oud cardamom neroli mint,56,13,14,8,9
Amouage Beach Hut Man Intense,Amouage,benzoin cedar ambergris,12,20,1,56,11
Amouage Beach Hut Man Parfum,Amouage,cedar lemon yuzu amberwood,13,80,2,1,4
Amouage Beach Hut Man Eau de Parfum,Amouage,papyrus orange bergamot sage,53,24,16,0,7
Amouage Beach Hut Man Extreme,Amouage,neroli orange,65,12,8,7,8
Amouage Beach Hut Man Elixir,Amouage,pink_pepper licorice black_pepper coffee,0,11,37,44,8
Amouage Beach Hut Man Cologne,Amouage,yuzu cacao birch cedar lime rosewood vanilla,33,26,4,33,4
Amouage Beach Hut Man Limited Edition,Amouage,agarwood birch oud pineapple vanilla caramel,0,36,2,24,38
Amouage Guidance,Amouage,orange cashmeran lime,38,49,1,10,2
Amouage Guidance Intense,Amouage,ambroxan bergamot pink_pepper sandalwood lime rosewood melon,17,38,17,11,17
Amouage Guidance Parfum,Amouage,bergamot oud cedar amber neroli vetiver,18,41,4,29,8
Amouage Guidance Eau de Parfum,Amouage,patchouli oud sandalwood petitgrain,58,31,5,0,6
Amouage Guidance Extreme,Amouage,honey praline grapefruit,60,9,1,23,7
Amouage Guidance Elixir,Amouage,fig petitgrain grapefruit,55,9,11,8,17
Amouage Guidance Cologne,Amouage,cacao black_cherry cashmeran cardamom amberwood ambergris,11,29,15,27,18
Amouage Guidance Limited Edition,Amouage,pink_pepper vanilla apricot,1,3,30,18,48
Amouage Overture,Amouage,black_pepper orange black_cherry sandalwood rosewood agarwood,15,16,33,1,35
Amouage Overture Intense,Amouage,ambroxan nutmeg cedarwood saffron fig peach ambergris,4,39,34,3,20
Amouage Overture Parfum,Amouage,ginger orange saffron honey benzoin coconut,20,10,23,21,26
Amouage Overture Eau de Parfum,Amouage,sage vetiver oud bergamot,56,27,14,0,3
Amouage Overture Extreme,Amouage,bergamot cedarwood lemon chocolate lavender,23,13,37,16,11
Amouage Overture Elixir,Amouage,neroli sage oud,48,22,15,5,10
Amouage Overture Cologne,Amouage,ambroxan cashmeran apple vanilla praline ambergris,5,14,6,21,54
Amouage Overture Limited Edition,Amouage,blackcurrant black_pepper birch orange lemon black_cherry mint,26,13,37,3,21
Kilian Angels Share,Kilian,honey,12,0,7,73,9
Kilian Angels Share Intense,Kilian,benzoin caramel,6,10,12,70,2
Kilian Angels Share Parfum,Kilian,amberwood chocolate,4,21,1,68,6
Kilian Angels Share Eau de Parfum,Kilian,nutmeg coffee,6,1,14,73,6
Kilian Angels Share Extreme,Kilian,ambergris birch coffee oakmoss,0,25,5,61,9
Kilian Angels Share Elixir,Kilian,lemon praline grapefruit cinnamon chocolate,13,0,13,72,8
Kilian Angels Share Cologne,Kilian,benzoin,1,10,6,80,3
Kilian Angels Share Limited Edition,Kilian,licorice,3,9,10,76,2
Kilian Black Phantom,Kilian,sour_cherry oud saffron cashmeran vanilla dried_fruits cinnamon,2,17,42,15,24
Kilian Black Phantom Intense,Kilian,blackcurrant bergamot grapefruit raspberry caramel,30,9,11,26,24
Kilian Black Phantom Parfum,Kilian,cashmeran petitgrain vanilla neroli vetiver chocolate,13,54,2,27,4
Kilian Black Phantom Eau de Parfum,Kilian,cedarwood sandalwood cashmeran lime fig apricot grapefruit,63,14,9,0,14
Kilian Black Phantom Extreme,Kilian,black_pepper orange lime apple plum cloves,21,11,27,9,32
Kilian Black Phantom Elixir,Kilian,tonka_bean pear chocolate blackberry,8,5,6,62,19
Kilian Black Phantom Cologne,Kilian,pineapple amber vanilla cardamom blackberry neroli,39,4,16,24,17
Kilian Black Phantom Limited Edition,Kilian,mandarin rosewood grapefruit caramel coffee,14,44,6,30,6
Kilian Straight to Heaven,Kilian,mandarin sour_cherry cloves peach,47,3,28,1,21
Kilian Straight to Heaven Intense,Kilian,ambroxan birch saffron,9,56,26,8,1
Kilian Straight to Heaven Parfum,Kilian,oud black_cherry,7,21,4,9,59
Kilian Straight to Heaven Eau de Parfum,Kilian,yuzu ginger oakmoss rosewood patchouli neroli,60,24,14,0,2
Kilian Straight to Heaven Extreme,Kilian,cinnamon bergamot saffron,38,2,46,11,3
Kilian Straight to Heaven Elixir,Kilian,tonka_bean melon peach cinnamon chocolate,11,10,23,38,18
Kilian Straight to Heaven Cologne,Kilian,blackcurrant black_pepper pineapple praline honey,11,4,37,30,18
Kilian Straight to Heaven Limited Edition,Kilian,mandarin pear neroli fig,50,5,4,10,31
Kilian Love Dont Be Shy,Kilian,yuzu pineapple cashmeran plum vanilla,29,14,2,35,20
Kilian Love Dont Be Shy Intense,Kilian,ginger orange lemon,51,6,25,9,9
Kilian Love Dont Be Shy Parfum,Kilian,plum papyrus cardamom,10,45,26,3,16
Kilian Love Dont Be Shy Eau de Parfum,Kilian,yuzu cedarwood petitgrain rosewood vetiver,47,37,11,0,5
Kilian Love Dont Be Shy Extreme,Kilian,oakmoss caramel chocolate saffron,7,24,46,13,10
Kilian Love Dont Be Shy Elixir,Kilian,bergamot pink_pepper birch sandalwood amberwood mint licorice chocolate,36,24,14,16,10
Kilian Love Dont Be Shy Cologne,Kilian,honey rosewood amberwood neroli benzoin,49,20,0,24,7
Kilian Love Dont Be Shy Limited Edition,Kilian,oakmoss vanilla peach papyrus caramel,1,30,6,21,42
Kilian Good Girl Gone Wild,Kilian,benzoin melon black_cherry,3,11,0,71,15
Kilian Good Girl Gone Wild Intense,Kilian,tonka_bean pear birch rosewood papyrus,0,28,0,24,48
Kilian Good Girl Gone Wild Parfum,Kilian,ambroxan yuzu oud neroli vetiver,25,53,9,2,11
Kilian Good Girl Gone Wild Eau de Parfum,Kilian,rosewood orange petitgrain,55,23,10,0,12
Kilian Good Girl Gone Wild Extreme,Kilian,oakmoss lemon sandalwood apple rosewood neroli coconut,28,36,5,9,22
Kilian Good Girl Gone Wild Elixir,Kilian,sour_cherry honey neroli chocolate ambergris,17,21,6,38,18
Kilian Good Girl Gone Wild Cologne,Kilian,cacao cedarwood petitgrain rosewood amberwood,43,29,4,23,1
Kilian Good Girl Gone Wild Limited Edition,Kilian,ginger sage oud coffee,10,13,44,31,2
Kilian Sacred Wood,Kilian,patchouli sage cedarwood lavender,8,73,13,6,0
Kilian Sacred Wood Intense,Kilian,patchouli birch cardamom saffron,1,79,14,6,0
Kilian Sacred Wood Parfum,Kilian,cinnamon saffron sandalwood cashmeran,5,75,15,5,0
Kilian Sacred Wood Eau de Parfum,Kilian,ambroxan,7,74,10,9,0
Kilian Sacred Wood Extreme,Kilian,vetiver birch cedar,0,87,6,7,0
Kilian Sacred Wood Elixir,Kilian,oud amberwood ambergris,9,70,11,10,0
Kilian Sacred Wood Cologne,Kilian,nutmeg black_pepper oud sandalwood amberwood,7,77,15,1,0
Kilian Sacred Wood Limited Edition,Kilian,vetiver sandalwood,1,76,12,11,0
Mancera Cedrat Boise,Mancera,ambroxan pineapple sage vetiver cloves caramel,5,33,26,15,21
Mancera Cedrat Boise Intense,Mancera,sage cherry_liqueur saffron,0,7,36,8,49
Mancera Cedrat Boise Parfum,Mancera,mint oakmoss tonka_bean amber,1,41,19,38,1
Mancera Cedrat Boise Eau de Parfum,Mancera,mandarin rosewood nutmeg agarwood,48,30,13,0,9
Mancera Cedrat Boise Extreme,Mancera,cedarwood oakmoss sandalwood lime neroli coffee,22,51,8,14,5
Mancera Cedrat Boise Elixir,Mancera,tonka_bean rosewood dried_fruits raspberry vetiver,8,20,10,38,24
Mancera Cedrat Boise Cologne,Mancera,bergamot pepper cedar lime cardamom,17,15,48,11,9
Mancera Cedrat Boise Limited Edition,Mancera,black_pepper cacao birch cardamom vetiver chocolate,10,27,45,18,0
Mancera Red Tobacco,Mancera,sour_cherry honey peach praline cinnamon lavender,7,9,16,15,53
Mancera Red Tobacco Intense,Mancera,sage mint grapefruit,33,6,58,3,0
Mancera Red Tobacco Parfum,Mancera,ambroxan bergamot birch lime papyrus coffee,44,28,7,20,1
Mancera Red Tobacco Eau de Parfum,Mancera,mandarin papyrus saffron ambergris,58,18,14,0,10
Mancera Red Tobacco Extreme,Mancera,nutmeg petitgrain grapefruit,31,9,52,5,3
Mancera Red Tobacco Elixir,Mancera,tonka_bean sour_cherry cardamom raspberry caramel,11,6,16,52,15
Mancera Red Tobacco Cologne,Mancera,cacao caramel lemon blackberry,18,6,9,52,15
Mancera Red Tobacco Limited Edition,Mancera,praline nutmeg cardamom honey,6,11,27,56,0
Mancera Instant Crush,Mancera,black_pepper yuzu tonka_bean lime cardamom agarwood ambergris,16,30,35,13,6
Mancera Instant Crush Intense,Mancera,sage papyrus oakmoss ambergris,1,38,52,3,6
Mancera Instant Crush Parfum,Mancera,cacao papyrus lime,24,38,11,24,3
Mancera Instant Crush Eau de Parfum,Mancera,bergamot sour_cherry oakmoss pineapple patchouli agarwood,53,22,12,0,13
Mancera Instant Crush Extreme,Mancera,apple ambroxan cedar fig,3,42,6,6,43
Mancera Instant Crush Elixir,Mancera,oakmoss caramel coffee,7,32,7,53,1
Mancera Instant Crush Cologne,Mancera,patchouli birch chocolate cedar,0,13,6,76,5
Mancera Instant Crush Limited Edition,Mancera,ambroxan bergamot lime dried_fruits vetiver agarwood,14,15,9,9,53
Mancera Aoud Lemon Mint,Mancera,oud,1,86,11,2,0
Mancera Aoud Lemon Mint Intense,Mancera,oakmoss oud,11,79,6,4,0
Mancera Aoud Lemon Mint Parfum,Mancera,sandalwood cedar,4,78,6,12,0
Mancera Aoud Lemon Mint Eau de Parfum,Mancera,birch nutmeg,4,72,13,11,0
Mancera Aoud Lemon Mint Extreme,Mancera,cinnamon cardamom amberwood,4,76,13,7,0
Mancera Aoud Lemon Mint Elixir,Mancera,agarwood,0,86,9,5,0
Mancera Aoud Lemon Mint Cologne,Mancera,honey amberwood saffron,12,58,16,14,0
Mancera Aoud Lemon Mint Limited Edition,Mancera,amberwood,8,75,11,6,0
Mancera Coco Vanille,Mancera,ambroxan vanilla amberwood ambergris,0,27,4,64,5
Mancera Coco Vanille Intense,Mancera,licorice oakmoss ambergris,1,23,11,62,3
Mancera Coco Vanille Parfum,Mancera,ginger sour_cherry oakmoss black_cherry cedar amber sage agarwood,2,13,14,58,13
Mancera Coco Vanille Eau de Parfum,Mancera,coffee,12,0,12,76,8
Mancera Coco Vanille Extreme,Mancera,amber,2,0,11,80,12
Mancera Coco Vanille Elixir,Mancera,sage cardamom benzoin,7,0,14,82,7
Mancera Coco Vanille Cologne,Mancera,oakmoss amberwood licorice caramel ambergris,12,14,2,62,10
Mancera Coco Vanille Limited Edition,Mancera,caramel,1,6,10,81,2
Mancera Hindu Kush,Mancera,sour_cherry lemon cashmeran petitgrain agarwood,57,23,3,3,14
Mancera Hindu Kush Intense,Mancera,papyrus agarwood lavender chocolate,7,21,35,27,10
Mancera Hindu Kush Parfum,Mancera,mandarin oakmoss sandalwood ambergris,36,36,12,5,11
Mancera Hindu Kush Eau de Parfum,Mancera,cardamom oakmoss petitgrain lime,66,20,13,0,1
Mancera Hindu Kush Extreme,Mancera,nutmeg yuzu pepper orange honey apple plum praline,48,5,15,15,17
Mancera Hindu Kush Elixir,Mancera,black_pepper yuzu mandarin ginger cedarwood oud sandalwood,20,21,47,9,3
Mancera Hindu Kush Cologne,Mancera,rosewood dried_fruits grapefruit sage coconut,17,40,17,3,23
Mancera Hindu Kush Limited Edition,Mancera,nutmeg yuzu ginger petitgrain honey,17,8,18,46,11
Montale Intense Cafe,Montale,ambroxan papyrus black_pepper chocolate,0,32,29,39,0
Montale Intense Cafe Intense,Montale,sour_cherry blackcurrant licorice coffee,8,6,7,57,22
Montale Intense Cafe Parfum,Montale,sour_cherry oakmoss sandalwood lemon raspberry agarwood,31,43,3,6,17
Montale Intense Cafe Eau de Parfum,Montale,papyrus orange cedar oakmoss,60,23,9,0,8
Montale Intense Cafe Extreme,Montale,bergamot oud oakmoss saffron petitgrain benzoin papyrus cloves,13,13,48,19,7
Montale Intense Cafe Elixir,Montale,pepper saffron patchouli plum papyrus,5,30,20,3,42
Montale Intense Cafe Cologne,Montale,ambroxan bergamot black_pepper nutmeg cedarwood oud pineapple peach,24,19,34,10,13
Montale Intense Cafe Limited Edition,Montale,sour_cherry papyrus fig,6,77,2,0,15
Montale Honey Aoud,Montale,ambroxan agarwood mint,4,67,18,11,0
Montale Honey Aoud Intense,Montale,papyrus,7,75,8,10,0
Montale Honey Aoud Parfum,Montale,patchouli oakmoss,8,75,11,6,0
Montale Honey Aoud Eau de Parfum,Montale,ambroxan oud cashmeran,3,73,12,12,0
Montale Honey Aoud Extreme,Montale,rosewood birch sandalwood,2,81,5,12,0
Montale Honey Aoud Elixir,Montale,ambroxan pepper rosewood amberwood cloves,11,71,15,3,0
Montale Honey Aoud Cologne,Montale,vetiver ambergris,9,82,5,4,0
Montale Honey Aoud Limited Edition,Montale,cardamom amberwood mint,5,67,16,12,0
Montale Arabians Tonka,Montale,oakmoss caramel cedar cashmeran,10,62,2,23,3
Montale Arabians Tonka Intense,Montale,orange pineapple honey lime praline,44,11,12,16,17
Montale Arabians Tonka Parfum,Montale,pink_pepper sandalwood cherry_liqueur saffron papyrus,7,37,37,6,13
Montale Arabians Tonka Eau de Parfum,Montale,neroli ambroxan yuzu,73,13,11,0,3
Montale Arabians Tonka Extreme,Montale,blackcurrant amberwood cashmeran petitgrain,37,23,2,6,32
Montale Arabians Tonka Elixir,Montale,lemon,80,6,9,1,4
Montale Arabians Tonka Cologne,Montale,neroli nutmeg caramel,15,3,26,48,8
Montale Arabians Tonka Limited Edition,Montale,mandarin oud black_cherry lemon vanilla,18,53,0,15,14
Montale Black Aoud,Montale,agarwood chocolate,0,78,9,13,0
Montale Black Aoud Intense,Montale,vetiver patchouli oud,12,71,6,11,0
Montale Black Aoud Parfum,Montale,pepper pink_pepper cedarwood sandalwood rosewood vanilla licorice,9,58,19,14,0
Montale Black Aoud Eau de Parfum,Montale,nutmeg sandalwood cashmeran rosewood mint,1,75,13,11,0
Montale Black Aoud Extreme,Montale,birch,9,84,7,0,0
Montale Black Aoud Elixir,Montale,cedarwood papyrus oakmoss,8,81,5,6,0
Montale Black Aoud Cologne,Montale,cashmeran birch cedar,0,80,10,10,0
Montale Black Aoud Limited Edition,Montale,mint birch black_pepper cashmeran,6,78,15,1,0
Montale Starry Nights,Montale,mandarin ginger cedarwood oud pear petitgrain cardamom raspberry,24,14,28,10,24
Montale Starry Nights Intense,Montale,ambroxan lime rosewood amberwood cloves,28,26,34,7,5
Montale Starry Nights Parfum,Montale,caramel tonka_bean cloves black_pepper,10,7,51,26,6
Montale Starry Nights Eau de Parfum,Montale,nutmeg oakmoss lemon patchouli amberwood,58,25,16,0,1
Montale Starry Nights Extreme,Montale,agarwood birch cashmeran mint lavender,2,28,52,8,10
Montale Starry Nights Elixir,Montale,pink_pepper cedarwood sandalwood cedar apple sage,5,23,47,9,16
Montale Starry Nights Cologne,Montale,peach,4,4,9,0,83
Montale Starry Nights Limited Edition,Montale,blackcurrant peach grapefruit neroli papyrus,38,29,6,6,21
Montale Sensual Instinct,Montale,ginger sour_cherry cardamom peach,5,4,60,4,27
Montale Sensual Instinct Intense,Montale,yuzu orange oud melon lavender,32,18,36,1,13
Montale Sensual Instinct Parfum,Montale,pink_pepper lemon yuzu fig,17,7,17,5,54
Montale Sensual Instinct Eau de Parfum,Montale,papyrus orange ambergris,57,22,12,0,9
Montale Sensual Instinct Extreme,Montale,black_pepper yuzu birch lime patchouli amberwood,33,19,33,4,11
Montale Sensual Instinct Elixir,Montale,ambroxan bergamot pink_pepper lime apricot vetiver cloves coconut ambergris,22,29,19,5,25
Montale Sensual Instinct Cologne,Montale,nutmeg black_cherry amber apricot praline lavender,0,9,51,17,23
Montale Sensual Instinct Limited Edition,Montale,saffron orange lavender yuzu,30,2,55,1,12
Byredo Gypsy Water,Byredo,tonka_bean orange grapefruit honey sage mint,27,9,28,34,2
Byredo Gypsy Water Intense,Byredo,praline papyrus agarwood,4,64,12,17,3
Byredo Gypsy Water Parfum,Byredo,black_pepper mandarin pink_pepper lime rosewood amberwood,19,44,14,12,11
Byredo Gypsy Water Eau de Parfum,Byredo,mandarin ambroxan ambergris,68,17,11,0,4
Byredo Gypsy Water Extreme,Byredo,coconut vanilla petitgrain grapefruit,18,4,9,17,52
Byredo Gypsy Water Elixir,Byredo,birch sandalwood saffron chocolate rosewood lavender,12,43,18,18,9
Byredo Gypsy Water Cologne,Byredo,tonka_bean cedarwood patchouli peach raspberry caramel,11,46,9,13,21
Byredo Gypsy Water Limited Edition,Byredo,cinnamon,7,12,75,0,6
Byredo Bal dAfrique,Byredo,pear oud apple coffee,6,36,10,32,16
Byredo Bal dAfrique Intense,Byredo,pear cedarwood plum papyrus coffee,5,23,9,24,39
Byredo Bal dAfrique Parfum,Byredo,mint coconut,11,9,28,10,42
Byredo Bal dAfrique Eau de Parfum,Byredo,mandarin cedar lime rosewood vetiver,56,21,11,0,12
Byredo Bal dAfrique Extreme,Byredo,blackcurrant black_pepper lemon cedar apple rosewood coffee,13,26,16,26,19
Byredo Bal dAfrique Elixir,Byredo,oakmoss sandalwood lime blackberry honey licorice ambergris,33,23,8,22,14
Byredo Bal dAfrique Cologne,Byredo,fig bergamot tonka_bean chocolate,19,8,9,16,48
Byredo Bal dAfrique Limited Edition,Byredo,neroli sage raspberry peach,13,12,34,11,30
Byredo Mojave Ghost,Byredo,cashmeran apple peach papyrus agarwood,5,14,12,11,58
Byredo Mojave Ghost Intense,Byredo,orange bergamot chocolate blackberry,38,5,7,33,17
Byredo Mojave Ghost Parfum,Byredo,ginger cashmeran saffron patchouli grapefruit neroli vetiver,36,28,32,0,4
Byredo Mojave Ghost Eau de Parfum,Byredo,yuzu mandarin oakmoss pineapple amberwood raspberry,56,23,8,0,13
Byredo Mojave Ghost Extreme,Byredo,bergamot pepper amberwood mint ambergris,21,22,50,7,0
Byredo Mojave Ghost Elixir,Byredo,apricot birch apple,1,13,9,12,65
Byredo Mojave Ghost Cologne,Byredo,mandarin apple patchouli lemon,18,49,9,7,17
Byredo Mojave Ghost Limited Edition,Byredo,pink_pepper cacao saffron cedar patchouli honey ambergris,12,18,53,14,3
Byredo Rose of No Mans Land,Byredo,plum amberwood cedar ambergris,8,20,10,7,55
Byredo Rose of No Mans Land Intense,Byredo,birch black_cherry sandalwood lemon grapefruit,48,17,11,0,24
Byredo Rose of No Mans Land Parfum,Byredo,raspberry mandarin pear cedarwood sandalwood cedar cardamom neroli,14,39,20,9,18
Byredo Rose of No Mans Land Eau de Parfum,Byredo,lemon lime,70,12,11,0,7
Byredo Rose of No Mans Land Extreme,Byredo,mandarin oakmoss fig melon ambergris,53,22,2,3,20
Byredo Rose of No Mans Land Elixir,Byredo,yuzu oakmoss birch lime benzoin licorice,14,31,10,39,6
Byredo Rose of No Mans Land Cologne,Byredo,blackcurrant oud cashmeran apple grapefruit vetiver,21,42,8,2,27
Byredo Rose of No Mans Land Limited Edition,Byredo,yuzu sandalwood fig dried_fruits neroli papyrus ambergris,35,43,9,0,13
Byredo Super Cedar,Byredo,patchouli oud nutmeg cashmeran,4,81,13,2,0
Byredo Super Cedar Intense,Byredo,ambroxan papyrus cashmeran,4,79,8,9,0
Byredo Super Cedar Parfum,Byredo,cedarwood petitgrain,13,71,7,9,0
Byredo Super Cedar Eau de Parfum,Byredo,cedarwood amberwood,1,85,5,9,0
Byredo Super Cedar Extreme,Byredo,pink_pepper ambroxan mint cedarwood,2,78,15,5,0
Byredo Super Cedar Elixir,Byredo,ambroxan vetiver mint ambergris,9,66,15,10,0
Byredo Super Cedar Cologne,Byredo,yuzu birch saffron cedar vanilla vetiver chocolate,14,55,18,13,0
Byredo Super Cedar Limited Edition,Byredo,papyrus,3,79,7,11,0
Byredo Bibliotheque,Byredo,pineapple orange chocolate,46,6,9,13,26
Byredo Bibliotheque Intense,Byredo,oakmoss cashmeran coconut licorice cloves,4,20,20,28,28
Byredo Bibliotheque Parfum,Byredo,nutmeg mandarin cedarwood cacao black_cherry pineapple,13,13,27,16,31
Byredo Bibliotheque Eau de Parfum,Byredo,ambroxan yuzu cedarwood pineapple lemon dried_fruits,55,26,6,0,13
Byredo Bibliotheque Extreme,Byredo,pink_pepper orange tonka_bean coffee,31,8,41,15,5
Byredo Bibliotheque Elixir,Byredo,praline lemon yuzu chocolate,38,3,7,42,10
Byredo Bibliotheque Cologne,Byredo,yuzu oakmoss fig blackberry vetiver,34,19,10,8,29
